
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 39)","('loss_tr', 0.8360307981603674)","('acc1_tr', 0.578466679751873)","('acc2_tr', 0.5821333457529545)","('acc_y_tr', 0.5822000123560429)","('loss_val', 0.854611200560861)","('acc_val', 0.5639333459734917)","('acc2_val', 0.5712666776776314)","('accy__val', 0.5712666776776314)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 40)","('loss_tr', 0.8442381742909483)","('acc1_tr', 0.5675333458185196)","('acc2_tr', 0.5714666788280011)","('acc_y_tr', 0.5714666788280011)","('loss_val', 0.8743160219331315)","('acc_val', 0.5568666814267635)","('acc2_val', 0.5670666784048081)","('accy__val', 0.5670666784048081)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 41)","('loss_tr', 0.8320009744263223)","('acc1_tr', 0.5742666807770729)","('acc2_tr', 0.5782000133395195)","('acc_y_tr', 0.5782000133395195)","('loss_val', 0.9050290981691412)","('acc_val', 0.5274666781723499)","('acc2_val', 0.5481333468854427)","('accy__val', 0.5481333468854427)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 42)","('loss_tr', 0.8222659734018376)","('acc1_tr', 0.5866666781902313)","('acc2_tr', 0.5864000118523837)","('acc_y_tr', 0.5864000118523837)","('loss_val', 0.8772563849039606)","('acc_val', 0.5522666797041893)","('acc2_val', 0.5553333488106728)","('accy__val', 0.5553333488106728)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 43)","('loss_tr', 0.8310393070271541)","('acc1_tr', 0.5770000123977661)","('acc2_tr', 0.5792666801810264)","('acc_y_tr', 0.5792666801810264)","('loss_val', 0.8739346290998988)","('acc_val', 0.5505333462357521)","('acc2_val', 0.5561333464086056)","('accy__val', 0.5561333464086056)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 44)","('loss_tr', 0.8134445841475059)","('acc1_tr', 0.5935333471000195)","('acc2_tr', 0.5986000138521195)","('acc_y_tr', 0.5986000138521195)","('loss_val', 0.8911702177804045)","('acc_val', 0.5364666792750359)","('acc2_val', 0.5420666778087616)","('accy__val', 0.5420666778087616)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 45)","('loss_tr', 0.8228353996308377)","('acc1_tr', 0.5819333483278751)","('acc2_tr', 0.5887333479523659)","('acc_y_tr', 0.5887333479523659)","('loss_val', 0.8933958126831584)","('acc_val', 0.5370000125467778)","('acc2_val', 0.5480666808784008)","('accy__val', 0.547933347672224)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 46)","('loss_tr', 0.81449745186358)","('acc1_tr', 0.5931333464384079)","('acc2_tr', 0.5958666801452637)","('acc_y_tr', 0.5958666801452637)","('loss_val', 0.8735515715673499)","('acc_val', 0.5444000144302845)","('acc2_val', 0.5541333454847336)","('accy__val', 0.5541333454847336)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 47)","('loss_tr', 0.8138825568364193)","('acc1_tr', 0.6039333461225033)","('acc2_tr', 0.6073333436250686)","('acc_y_tr', 0.6073333436250686)","('loss_val', 0.8535454760160974)","('acc_val', 0.5605333451926708)","('acc2_val', 0.5680666799843311)","('accy__val', 0.5680666799843311)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 48)","('loss_tr', 0.8006795174050859)","('acc1_tr', 0.6074000132083893)","('acc2_tr', 0.6096666784584522)","('acc_y_tr', 0.6096666784584522)","('loss_val', 0.862933106163078)","('acc_val', 0.5613333477079868)","('acc2_val', 0.5669333474338054)","('accy__val', 0.5669333474338054)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 49)","('loss_tr', 0.7976090832876495)","('acc1_tr', 0.6068000121414662)","('acc2_tr', 0.6084000137448311)","('acc_y_tr', 0.6084000137448311)","('loss_val', 0.8791608895054392)","('acc_val', 0.544200012087822)","('acc2_val', 0.5545333430171013)","('accy__val', 0.5545333430171013)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 50)","('loss_tr', 0.8039146165996125)","('acc1_tr', 0.6034666779637337)","('acc2_tr', 0.6075333476066589)","('acc_y_tr', 0.6075333476066589)","('loss_val', 0.8476916758578352)","('acc_val', 0.5634000109136105)","('acc2_val', 0.5738666804134845)","('accy__val', 0.5738666804134845)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 51)","('loss_tr', 0.786198329188638)","('acc1_tr', 0.61440001308918)","('acc2_tr', 0.6176666785776616)","('acc_y_tr', 0.6176666785776616)","('loss_val', 0.8513480450819066)","('acc_val', 0.5706666781008244)","('acc2_val', 0.5760000164806843)","('accy__val', 0.5760000164806843)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 52)","('loss_tr', 0.7809498516120246)","('acc1_tr', 0.6242666816711426)","('acc2_tr', 0.623200012743473)","('acc_y_tr', 0.623200012743473)","('loss_val', 0.8567589593430094)","('acc_val', 0.5702666796743869)","('acc2_val', 0.5735333457589149)","('accy__val', 0.5735333457589149)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 53)","('loss_tr', 0.7951731538525155)","('acc1_tr', 0.6104000103473664)","('acc2_tr', 0.6146666786074638)","('acc_y_tr', 0.6146666786074638)","('loss_val', 0.8993150375810199)","('acc_val', 0.5404000125825406)","('acc2_val', 0.5575333453714848)","('accy__val', 0.5575333453714848)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 54)","('loss_tr', 0.7975520005533031)","('acc1_tr', 0.6077333471179008)","('acc2_tr', 0.6097333467006684)","('acc_y_tr', 0.6097333467006684)","('loss_val', 0.846598930162721)","('acc_val', 0.5679333461821079)","('acc2_val', 0.578000012487173)","('accy__val', 0.578000012487173)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 55)","('loss_tr', 0.7898526531746916)","('acc1_tr', 0.6136666797101498)","('acc2_tr', 0.6182000114023686)","('acc_y_tr', 0.6182000114023686)","('loss_val', 0.8188810177193215)","('acc_val', 0.5953333456814289)","('acc2_val', 0.6015333467721939)","('accy__val', 0.6015333467721939)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 56)","('loss_tr', 0.7937987706506778)","('acc1_tr', 0.6061333461105823)","('acc2_tr', 0.6117333468794822)","('acc_y_tr', 0.6117333468794822)","('loss_val', 0.8595752549529603)","('acc_val', 0.5707333470880985)","('acc2_val', 0.5824000124633312)","('accy__val', 0.5824000124633312)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 57)","('loss_tr', 0.782881227120333)","('acc1_tr', 0.6254000118374825)","('acc2_tr', 0.6256666827201843)","('acc_y_tr', 0.6256666827201843)","('loss_val', 0.8545244319892459)","('acc_val', 0.5708000130951405)","('acc2_val', 0.5803333468735218)","('accy__val', 0.5803333468735218)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 58)","('loss_tr', 0.7891305210382273)","('acc1_tr', 0.6130666802823543)","('acc2_tr', 0.6122666816413402)","('acc_y_tr', 0.6122666816413402)","('loss_val', 0.8613417673481039)","('acc_val', 0.5676666799187661)","('acc2_val', 0.5744000110030174)","('accy__val', 0.5744000110030174)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 59)","('loss_tr', 0.7807969399256041)","('acc1_tr', 0.6204000155627728)","('acc2_tr', 0.6241333490610123)","('acc_y_tr', 0.6241333490610123)","('loss_val', 0.8540334524136116)","('acc_val', 0.5699333472549916)","('acc2_val', 0.571133344322443)","('accy__val', 0.571133344322443)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 60)","('loss_tr', 0.773033183065944)","('acc1_tr', 0.6225333480536938)","('acc2_tr', 0.6276000146567822)","('acc_y_tr', 0.6276000146567822)","('loss_val', 0.842754043902927)","('acc_val', 0.5735333462059498)","('acc2_val', 0.5815333443880081)","('accy__val', 0.5815333443880081)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 61)","('loss_tr', 0.777611129447632)","('acc1_tr', 0.6188000129163265)","('acc2_tr', 0.6213333475589752)","('acc_y_tr', 0.6213333475589752)","('loss_val', 0.8542452180786662)","('acc_val', 0.5741333435475826)","('acc2_val', 0.5791333475708962)","('accy__val', 0.5791333475708962)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 62)","('loss_tr', 0.7773137291849187)","('acc1_tr', 0.6236666791141033)","('acc2_tr', 0.6273333472013474)","('acc_y_tr', 0.6273333472013474)","('loss_val', 0.8098180110433628)","('acc_val', 0.59713334441185)","('acc2_val', 0.6031333477795124)","('accy__val', 0.6031333477795124)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 63)","('loss_tr', 0.7733947124259999)","('acc1_tr', 0.6231333467364312)","('acc2_tr', 0.6268000130355358)","('acc_y_tr', 0.6268000130355358)","('loss_val', 0.8607373812902503)","('acc_val', 0.5619333469867707)","('acc2_val', 0.5651333454251289)","('accy__val', 0.5651333454251289)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 64)","('loss_tr', 0.7668789088339139)","('acc1_tr', 0.6338000132143498)","('acc2_tr', 0.6364666809141636)","('acc_y_tr', 0.6364666809141636)","('loss_val', 0.878148815834575)","('acc_val', 0.5611333455145359)","('acc2_val', 0.5766000147163868)","('accy__val', 0.5766000147163868)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 65)","('loss_tr', 0.7730107849619915)","('acc1_tr', 0.6268666802346706)","('acc2_tr', 0.6271333461999893)","('acc_y_tr', 0.6271333461999893)","('loss_val', 0.8208493034122517)","('acc_val', 0.593333347439766)","('acc2_val', 0.6054666785895825)","('accy__val', 0.6054666785895825)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 66)","('loss_tr', 0.7570085190859366)","('acc1_tr', 0.6364666792750359)","('acc2_tr', 0.6350000151991844)","('acc_y_tr', 0.6350000151991844)","('loss_val', 0.8610504132283262)","('acc_val', 0.5626666794717312)","('acc2_val', 0.5770000132918358)","('accy__val', 0.5770000132918358)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 67)","('loss_tr', 0.7559040612538388)","('acc1_tr', 0.6364666803181172)","('acc2_tr', 0.6407333487272262)","('acc_y_tr', 0.6407333487272262)","('loss_val', 0.832431666773372)","('acc_val', 0.5896000121533871)","('acc2_val', 0.5918666782975197)","('accy__val', 0.5918666782975197)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 68)","('loss_tr', 0.7598567721620131)","('acc1_tr', 0.6311333470046521)","('acc2_tr', 0.6331333492696285)","('acc_y_tr', 0.6331333492696285)","('loss_val', 0.8212493005693485)","('acc_val', 0.59713334441185)","('acc2_val', 0.6018666811287403)","('accy__val', 0.6018666811287403)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 69)","('loss_tr', 0.760935005165868)","('acc1_tr', 0.6344000124931335)","('acc2_tr', 0.6370000137388706)","('acc_y_tr', 0.6370000137388706)","('loss_val', 0.8215312495372822)","('acc_val', 0.5920000119507313)","('acc2_val', 0.5946000120043755)","('accy__val', 0.5946000120043755)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 70)","('loss_tr', 0.765597269064956)","('acc1_tr', 0.6328000143170357)","('acc2_tr', 0.6357333461940289)","('acc_y_tr', 0.6357333461940289)","('loss_val', 0.8391055516548684)","('acc_val', 0.574866679161787)","('acc2_val', 0.5948000137507915)","('accy__val', 0.5948000137507915)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 71)","('loss_tr', 0.7596496317793657)","('acc1_tr', 0.6370666801929474)","('acc2_tr', 0.6381333459913731)","('acc_y_tr', 0.6381333459913731)","('loss_val', 0.8650908272154859)","('acc_val', 0.5610666786134243)","('acc2_val', 0.5802000147104264)","('accy__val', 0.5802000147104264)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 72)","('loss_tr', 0.7586815579413703)","('acc1_tr', 0.6364000160992146)","('acc2_tr', 0.6393333487212658)","('acc_y_tr', 0.6393333487212658)","('loss_val', 0.832000283051305)","('acc_val', 0.5777333462238312)","('acc2_val', 0.5914000116288662)","('accy__val', 0.5914000116288662)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 73)","('loss_tr', 0.7507581271209051)","('acc1_tr', 0.6425333487987518)","('acc2_tr', 0.6462666797637939)","('acc_y_tr', 0.6462666797637939)","('loss_val', 0.8259538814914754)","('acc_val', 0.5888000127673149)","('acc2_val', 0.5996000143885613)","('accy__val', 0.5996000143885613)"
"moded,last","('lr', 1e-05)","('backbone', 'CNNEncoder')","('epoch', 74)","('loss_tr', 0.760022978521638)","('acc1_tr', 0.6368000151216984)","('acc2_tr', 0.6387333482503891)","('acc_y_tr', 0.6387333482503891)","('loss_val', 0.817464169991546)","('acc_val', 0.5995333452522754)","('acc2_val', 0.6054000130295754)","('accy__val', 0.6054000130295754)"
